tx_id,account1,account2,amount,tx_date
7196,9017-8484-2308-4421,9286-3155-5067-9054,14993,2000-03-01
7197,7179-7593-9877-3438,7406-3374-3749-1650,2451,2000-12-24
7198,4259-3117-3452-9450,8382-4501-9151-1003,129,2006-02-23
7199,5681-8792-3404-9932,7783-5516-3632-7366,156,2017-11-18
7200,1836-2168-7185-7169,8382-2618-8277-8720,2578,2012-06-05
7201,8916-4267-9850-4440,4674-5403-7026-6324,107,2003-11-03
7202,3543-7648-6359-9171,5434-4704-1475-3940,2565,2015-04-03
7203,7030-8622-9550-5255,7609-5068-6595-1479,1017,2009-04-17
7204,9233-2815-7626-5189,1488-7547-3441-8758,2325,2006-01-27
7205,6950-5362-1455-3764,8657-7005-5571-4871,990,2004-09-13
7206,1626-6015-4454-5000,8949-3002-2567-8661,228,2002-01-24
7207,9745-4014-1191-9841,2749-1363-7174-2622,698,2017-02-04
7208,1200-7726-4331-5076,6819-3566-5223-5388,1292,2014-09-18
7209,2039-2069-5309-4039,5434-1906-9044-5127,517,2016-04-25
7210,3044-9807-1311-7798,5800-1718-5633-7572,30031,2006-08-02
7211,9653-3864-2533-8581,2769-6713-7879-3858,904,2009-12-11
7212,7333-3292-1587-3747,8202-2678-9485-8810,118,2014-12-17
7213,6213-4799-6433-6641,5096-5474-7155-3433,1478,2011-10-10
7214,1576-8465-8909-7614,7337-3043-4085-4026,130,2013-10-08
7215,6797-3038-6577-1765,4394-2936-8081-4824,535,2009-06-20
7216,2287-7068-9955-8861,1575-9961-2326-8409,108,2009-03-24
7217,5419-4971-7418-3232,7867-3975-9122-1380,550,2001-08-01
7218,3027-3406-8697-4325,6761-6707-4411-2875,455533,2009-11-17
7219,3899-7421-9861-5513,6576-3434-4376-6192,250,2015-05-13
7220,3544-5783-4670-5363,1087-8904-6825-4431,14182,2015-06-07
7221,8779-7520-2159-5012,7396-5640-9930-5713,119,2000-07-31
7222,4881-3605-2117-6092,9304-3783-6011-1625,151,2001-06-05
7223,6123-8711-8275-9146,4326-2274-3824-9208,1256,2002-09-16
7224,2648-5118-8519-7511,9984-6320-9675-9644,1485,2015-08-29
7225,2448-7293-7145-2790,2825-3444-3208-1527,1795,2006-12-08
7226,8202-2678-9485-8810,5153-4697-1678-6473,831850,2004-08-15
7227,1032-3219-1528-9019,7684-6930-7569-8830,1058,2003-12-29
7228,8366-6378-9584-3085,1713-1246-1570-6852,538,2015-10-04
7229,7400-5631-3369-8442,7406-6983-6543-2472,7024,2008-06-16
7230,2985-1218-1790-9223,7695-6451-5453-5121,104,2005-08-04
7231,2864-2456-7543-6860,6979-9109-9143-4052,20290,2007-07-06
7232,7483-1990-1340-9859,7610-6717-4033-6507,3770,2013-06-25
7233,7406-3374-3749-1650,3959-8037-6289-9952,115,2007-10-06
7234,3097-8744-4037-3622,6979-9109-9143-4052,4527,2000-05-28
7235,7919-5284-8612-2259,9653-3864-2533-8581,397,2003-06-28
7236,2389-1109-1217-9650,3899-7421-9861-5513,3178,2004-02-19
7237,4208-8785-5104-2444,2424-7292-9736-5880,280,2009-06-01
7238,7040-7914-5642-1954,3579-4141-2557-5318,109,2004-11-08
7239,5572-8094-4393-2410,7927-8297-8574-3013,289,2002-01-26
7240,8261-9104-6002-3793,4377-8846-6754-7998,173,2017-08-16
7241,3231-2864-8488-3333,5432-1084-9790-2504,110,2014-02-09
7242,6123-8711-8275-9146,6819-3566-5223-5388,585,2012-09-24
7243,2278-1580-3571-1685,5126-3178-5683-7987,660,2003-11-04
7244,3848-6729-6136-4117,5376-4903-4064-5144,123,2005-05-13
7245,3044-9807-1311-7798,3522-6723-8695-3236,103,2001-09-12
7246,3544-5783-4670-5363,3900-1964-9683-8444,992,2009-01-17
7247,2864-2456-7543-6860,6819-3566-5223-5388,292,2002-06-05
7248,3877-4446-9438-5658,2273-2281-9416-4537,851,2016-11-18
7249,3700-5509-8811-1705,5398-9356-6013-3803,3926,2005-06-13
7250,8888-4449-7585-9388,4396-1674-6572-3470,326,2006-06-26
7251,8108-4288-9325-8321,5366-5010-5226-8398,198,2005-06-21
7252,7554-2549-5558-9706,1087-8904-6825-4431,7906,2012-02-06
7253,5543-8665-1654-2596,9586-1295-6008-4271,192,2008-03-20
7254,7927-8297-8574-3013,7709-2815-5062-7969,2857,2004-10-26
7255,4914-1369-4852-1321,2798-8182-5942-2450,506,2012-03-17
7256,2875-4116-6398-9661,2500-3268-8860-4919,499,2009-05-06
7257,6399-5413-5220-2697,1852-5951-3815-8419,545,2002-07-14
7258,1200-7726-4331-5076,6968-4560-4994-8279,956,2000-04-06
7259,6493-1412-7398-3749,7638-2184-9546-9429,138,2011-09-01
7260,6571-2381-3709-4494,6503-9366-4164-3716,132,2005-10-06
7261,6579-9093-8897-6324,3203-1684-1966-6151,148,2006-01-19
7262,7390-9009-5052-4791,2864-2456-7543-6860,118,2015-04-23
7263,7709-2815-5062-7969,7610-6717-4033-6507,6692,2000-09-10
7264,7520-8493-9389-4848,8678-2327-5874-7540,241,2003-11-05
7265,4719-7909-6704-6014,2214-8721-1256-2053,182,2010-08-21
7266,8202-2678-9485-8810,6810-1987-8777-8569,952,2002-12-30
7267,8949-3002-2567-8661,6968-4560-4994-8279,119,2000-12-07
7268,1871-5893-7784-5210,2964-8907-1422-7179,1373,2007-02-18
7269,3226-5249-5144-1367,3994-9388-8285-9527,112,2015-11-13
7270,5419-4971-7418-3232,9745-4014-1191-9841,268,2010-07-07
7271,6110-7324-7131-4643,5265-3174-5714-8050,411,2012-06-15
7272,7179-7593-9877-3438,8288-5929-1941-5761,582,2007-12-31
7273,8802-7747-8527-6766,9438-6381-5981-9318,220,2011-02-17
7274,9774-7231-4559-6334,7840-7486-7258-6597,207,2011-06-19
7275,2809-8660-7961-5781,7408-3480-7245-4832,620,2014-10-29
7276,8223-4445-5171-5212,2512-9908-8545-5222,1803,2014-07-18
7277,2874-5741-2396-8396,1032-3219-1528-9019,942,2003-09-30
7278,9984-6320-9675-9644,3203-1684-1966-6151,932,2010-11-25
7279,2007-7577-5180-1127,8712-8892-3803-7774,644,2001-06-24
7280,1462-1996-4676-2281,3317-7303-1121-9722,138,2017-12-24
7281,6399-5413-5220-2697,3152-9361-5239-2968,123,2012-08-20
7282,6399-5413-5220-2697,1405-8310-4903-4815,1725,2002-01-06
7283,9085-5461-7829-8907,6738-3038-9524-5581,116,2013-09-05
7284,7684-6930-7569-8830,3522-6723-8695-3236,145,2008-10-08
7285,7684-6930-7569-8830,6819-3566-5223-5388,161,2011-06-30
7286,5266-1204-1077-9564,8382-4501-9151-1003,350,2005-11-27
7287,7210-2018-7514-6299,9523-1394-4017-2362,124,2001-10-02
7288,8999-7365-3651-3357,7247-6345-1743-5847,297,2014-11-13
7289,7610-6717-4033-6507,5850-9253-7469-3530,133,2007-01-07
7290,1710-3782-8601-5778,9818-6766-9435-6463,101,2010-10-13
7291,3212-7476-8874-5400,7520-8493-9389-4848,265,2000-05-05
7292,4655-5062-8036-7821,6023-5996-8854-6695,1202,2002-06-08
7293,2749-1363-7174-2622,2568-2720-5366-8742,274,2013-09-24
7294,4872-8425-9172-3669,2073-2118-7199-1364,8003,2011-05-17
7295,1871-5893-7784-5210,5681-8792-3404-9932,2836,2012-03-04
7296,5941-2885-2820-6073,5586-1915-3583-6666,134,2015-07-30
7297,5315-8972-1688-7673,5036-4238-8590-9028,2808,2015-05-17
7298,4373-5620-4938-3868,2478-9649-2640-5614,291,2006-12-17
7299,6272-7779-3585-7072,6877-7441-9342-8209,21370,2000-06-21
7300,6155-3892-8658-9759,2478-9649-2640-5614,17884,2004-12-11
7301,1488-7547-3441-8758,4848-5368-3272-3822,3914,2002-09-22
7302,7337-3043-4085-4026,5586-1915-3583-6666,160,2017-08-09
7303,4748-9933-6630-2285,7927-8297-8574-3013,119,2017-07-27
7304,1771-5127-6404-6326,3029-1146-3750-4393,146,2013-10-31
7305,7610-6717-4033-6507,3288-5659-2893-9112,2427,2015-05-08
7306,1030-8998-6991-4966,6968-4560-4994-8279,198,2002-08-30
7307,9241-6706-6081-5893,8115-5721-9380-7961,2062,2005-07-23
7308,7140-4811-5670-9751,3900-1964-9683-8444,787,2010-03-03
7309,9031-2380-4299-9946,1152-2863-1629-3170,743,2000-07-29
7310,6040-8877-3894-1500,6684-6012-2353-8352,151,2005-11-26
7311,7610-6717-4033-6507,4479-3389-4179-7584,4521,2017-03-09
7312,9379-8752-2418-9431,5295-3577-3400-6065,7796,2012-08-26
7313,3959-8037-6289-9952,4963-8511-3670-3954,190,2017-05-03
7314,6579-9093-8897-6324,9893-4203-8665-4327,461,2008-09-06
7315,2648-5118-8519-7511,9627-6686-7599-9800,992,2005-06-13
7316,5159-2266-7730-3533,7406-3374-3749-1650,1349,2001-09-24
7317,1871-5893-7784-5210,5612-3715-1530-1060,123,2012-06-16
7318,9480-6184-9688-9325,5586-1915-3583-6666,1963,2004-08-07
7319,4208-8785-5104-2444,4993-4335-3094-2454,229341,2011-03-07
7320,2100-1900-2157-2245,2952-7437-1121-2899,234,2003-09-20
7321,1080-6261-6522-6896,1259-2971-3826-2443,20840,2002-01-20
7322,3971-5723-5963-8192,2225-8598-2142-2309,790,2015-10-25
7323,7709-2815-5062-7969,3310-2339-6005-7148,327,2009-05-06
7324,8040-1255-5165-9474,7702-9419-4438-7560,25334,2012-12-28
7325,2100-1900-2157-2245,1905-6063-4749-7367,7354,2014-02-19
7326,4762-6964-9043-2380,1880-5514-1153-5662,2105,2005-12-30
7327,6201-7251-9231-7581,2683-4231-6291-1829,26526,2016-04-24
7328,5662-7427-8493-8663,7784-1661-9619-2105,6227,2004-07-02
7329,5457-1890-2615-6757,2100-1900-2157-2245,10943,2002-04-09
7330,6979-9109-9143-4052,8949-3002-2567-8661,24328,2004-12-23
7331,6579-9093-8897-6324,5572-8094-4393-2410,220,2001-04-14
7332,9758-7096-7051-3310,1032-3219-1528-9019,111,2013-02-25
7333,1922-1305-7296-2787,1636-8268-1405-6524,1059,2006-06-17
7334,8336-8350-3395-9295,3862-8884-2478-8109,1698,2015-01-15
7335,1458-6051-5599-5730,3288-5659-2893-9112,101,2015-03-28
7336,1304-8966-8330-9214,4158-2899-9017-9842,17892,2013-12-11
7337,2500-3268-8860-4919,1883-3957-7569-3585,162,2000-10-02
7338,1843-8364-3216-1177,3153-6576-4483-1859,146,2012-04-30
7339,4929-7164-3858-7580,9774-7231-4559-6334,126245,2017-05-21
7340,9984-6320-9675-9644,7483-1990-1340-9859,196,2010-10-01
7341,3900-1964-9683-8444,2756-4130-4478-5941,331,2011-10-11
7342,9406-7137-8265-7225,3351-8645-2166-4620,455,2012-01-01
7343,7157-6371-8322-6378,4158-2899-9017-9842,1919,2007-04-07
7344,8678-2327-5874-7540,7520-8493-9389-4848,263,2015-08-08
7345,6155-3892-8658-9759,5266-4623-1726-8475,7134,2015-12-31
7346,5516-2697-3911-4263,7263-7913-3714-6029,98556,2012-07-08
7347,7408-3480-7245-4832,5586-1915-3583-6666,212,2001-01-10
7348,3899-7421-9861-5513,2751-8326-2748-1222,130,2008-06-07
7349,2751-8326-2748-1222,8570-5830-9656-1197,144,2003-04-16
7350,6571-2381-3709-4494,1349-7784-3215-3106,273,2016-07-24
7351,4850-2816-2609-7412,5933-5294-5100-2451,969,2014-01-26
7352,5586-1915-3583-6666,5063-9569-1651-1732,164,2014-10-12
7353,4049-2171-5404-1615,2344-1699-2492-6139,305,2004-11-03
7354,4971-7163-3884-3783,7108-6818-7088-6882,223,2002-10-04
7355,8459-6336-4427-8091,2389-1109-1217-9650,51939,2005-04-30
7356,4259-3117-3452-9450,6979-9109-9143-4052,1032,2013-08-29
7357,3212-7476-8874-5400,2874-5741-2396-8396,561,2008-01-29
7358,1200-7726-4331-5076,1349-7784-3215-3106,201,2014-09-01
7359,2102-6186-5972-5715,2729-8930-1236-1157,240,2010-10-25
7360,7371-6061-6314-1687,6155-3892-8658-9759,1720,2000-03-27
7361,2037-1540-5616-7992,6737-3025-9962-4700,1420,2001-04-01
7362,5687-7905-5824-7450,2223-4135-1608-9922,203726,2008-05-11
7363,2964-8907-1422-7179,2756-4130-4478-5941,10823,2008-01-31
7364,1349-7784-3215-3106,1200-7726-4331-5076,2242,2011-10-13
7365,3593-8172-8085-7605,7840-7486-7258-6597,445,2008-03-11
7366,6069-8339-1275-7440,1836-2168-7185-7169,127,2012-03-05
7367,7406-6983-6543-2472,7968-6585-2886-9618,219,2009-02-13
7368,6810-1987-8777-8569,8779-9575-7033-7727,35816,2010-04-16
7369,8746-1805-7207-8217,5409-5672-1946-4179,23531,2009-05-22
7370,9041-7814-2787-3329,5933-5294-5100-2451,107,2003-06-19
7371,8809-4140-9235-1854,2948-9059-8469-7633,105,2012-12-04
7372,2874-5741-2396-8396,1864-7468-1860-3771,175,2017-07-17
7373,9031-2380-4299-9946,8590-7956-5660-6955,134,2004-08-04
7374,5471-8689-3055-3672,6175-1843-2993-1316,20631,2012-07-24
7375,4993-4335-3094-2454,1592-9997-8672-4401,161,2017-03-08
7376,6643-6622-8970-6914,8374-8718-4673-8482,376,2017-07-29
7377,2809-8660-7961-5781,7554-2549-5558-9706,397,2009-10-09
7378,8133-3052-4732-5262,4085-4926-4788-1337,377,2002-11-10
7379,3543-7648-6359-9171,1663-6129-4398-4676,191,2004-03-08
7380,2995-5513-2423-4746,6261-9656-6686-2947,155,2004-08-04
7381,6819-3566-5223-5388,2053-2548-9090-5796,239,2001-02-21
7382,9237-4421-5237-2032,4085-4926-4788-1337,633,2007-01-12
7383,1405-8310-4903-4815,3544-5783-4670-5363,176,2015-09-29
7384,9984-6320-9675-9644,8456-6112-7925-5489,1084,2008-11-23
7385,1669-7840-9882-6551,3153-6576-4483-1859,177,2014-05-29
7386,2990-7332-9395-6247,6571-2381-3709-4494,413,2016-08-24
7387,9148-4771-7006-9126,1042-6472-9743-5277,2579,2005-09-30
7388,9792-8250-5633-7465,5138-6958-5353-2956,878,2015-04-08
7389,1905-6063-4749-7367,7040-7914-5642-1954,702,2012-11-02
7390,4394-2936-8081-4824,3288-5659-2893-9112,212,2007-03-05
7391,6892-9465-4285-1284,3971-5723-5963-8192,44403,2010-12-14
7392,3044-9807-1311-7798,3153-6576-4483-1859,1034,2009-09-30
7393,8223-4445-5171-5212,9327-8188-5507-4242,409,2010-07-21
7394,5161-4409-8806-5195,3899-7421-9861-5513,116,2000-10-31
7395,1905-6063-4749-7367,8223-4445-5171-5212,566,2009-12-13
7396,1349-7784-3215-3106,7253-4522-1894-3879,819,2014-08-12
7397,9984-6320-9675-9644,6579-9093-8897-6324,23125,2017-03-05
7398,3967-5549-4579-5590,6208-8216-2075-5017,8031,2005-05-28
7399,3188-8108-4628-7632,2053-2548-9090-5796,1046,2017-06-24
7400,1771-5127-6404-6326,9108-6099-4015-6439,28242,2001-05-30
7401,3249-7505-8135-8302,9266-9532-4600-5592,1317,2008-03-23
7402,3097-8744-4037-3622,1487-9382-1608-6053,17285,2014-04-30
7403,9064-2759-1901-6873,8712-8892-3803-7774,408,2001-01-16
7404,2648-5118-8519-7511,3351-4760-4818-6192,150,2000-10-14
7405,2461-2147-1099-3057,6692-9027-9220-2235,1123,2002-06-13
7406,9747-4155-5267-6719,9676-1074-3342-1773,128,2006-09-08
7407,6797-3038-6577-1765,6759-5358-1905-6087,332,2001-09-20
7408,7702-9419-4438-7560,1599-1599-7245-1937,935,2007-11-09
7409,2711-9204-8940-7734,8100-4519-2011-3440,209,2007-11-29
7410,1576-8465-8909-7614,9480-6184-9688-9325,451,2001-05-18
7411,2344-1699-2492-6139,3790-3769-6211-4637,1103,2004-08-22
7412,9234-1733-3780-4459,5063-9569-1651-1732,2940,2001-09-18
7413,6148-1629-6874-4707,2578-2545-9144-6144,688,2014-08-04
7414,6819-3566-5223-5388,3579-4141-2557-5318,1793,2008-02-06
7415,2000-2404-2759-8589,9327-8188-5507-4242,7963,2002-12-14
7416,8945-6687-3286-9783,9774-7231-4559-6334,1633,2002-04-12
7417,9675-6480-3998-7478,6761-6707-4411-2875,514,2013-10-19
7418,6943-3900-1009-6482,2964-8907-1422-7179,1776,2001-04-27
7419,6028-8482-6488-3219,5126-3178-5683-7987,553,2010-03-15
7420,6112-1653-9748-4712,1836-2168-7185-7169,376,2004-11-18
7421,3971-5723-5963-8192,7218-9087-9951-4515,196,2016-01-07
7422,9687-8106-5149-3337,7154-9757-3578-7232,1561,2006-06-06
7423,1413-8292-4509-2965,4983-3623-8825-6264,312,2007-04-09
7424,8086-5904-1474-6523,6350-7280-2159-4652,3301,2003-09-28
7425,7179-7593-9877-3438,7040-7914-5642-1954,10539,2013-08-15
7426,4394-2936-8081-4824,3767-1206-7158-1125,707,2014-10-30
7427,4373-5620-4938-3868,4872-8425-9172-3669,119,2008-10-04
7428,2964-8907-1422-7179,8779-9575-7033-7727,1109,2013-06-06
7429,2082-6223-5973-1311,2100-4793-2242-3611,415,2009-02-27
7430,8040-1255-5165-9474,5432-1084-9790-2504,370,2016-03-17
7431,7147-6356-6428-6293,6072-2519-9360-3359,165,2005-12-02
7432,6060-1587-2303-6607,4259-3117-3452-9450,103,2015-02-22
7433,6904-8513-1396-8079,6819-9143-3582-9525,332,2014-05-30
7434,1653-6852-2864-9499,7412-4094-4451-9557,127,2000-10-18
7435,9294-6367-9308-4711,3311-5340-8936-6218,135,2001-01-08
7436,1087-8904-6825-4431,8779-9575-7033-7727,137,2012-12-20
7437,8934-8044-5340-3247,5198-9222-5686-3069,30940,2000-05-18
7438,5010-9825-5187-9495,7009-4583-4140-1223,101,2000-07-28
7439,4672-7871-5525-4998,7919-5284-8612-2259,689,2007-11-05
7440,6904-8513-1396-8079,9459-6921-6109-5976,325,2008-11-12
7441,7498-7170-7397-5801,4014-2112-1155-8257,556,2006-05-31
7442,4509-1665-9262-6477,4208-8785-5104-2444,2035,2013-06-08
7443,8374-8718-4673-8482,7058-8577-4665-6522,239,2012-05-31
7444,4575-7036-6650-7938,3153-6576-4483-1859,130,2000-03-12
7445,5516-2697-3911-4263,5457-1890-2615-6757,2674,2000-05-08
7446,1283-3770-8558-2519,4137-7604-4430-3532,918,2000-09-26
7447,7862-2871-9758-8051,9918-6928-7086-2434,649,2006-05-10
7448,8223-4445-5171-5212,2809-8660-7961-5781,201,2008-06-17
7449,8712-8892-3803-7774,2769-6713-7879-3858,316,2001-12-14
7450,1488-7547-3441-8758,6051-5430-5359-6436,3385,2002-07-11
7451,9745-4014-1191-9841,3700-5509-8811-1705,189,2011-11-21
7452,1030-8998-6991-4966,4792-3006-8754-4520,12934,2002-11-03
7453,4993-4335-3094-2454,4929-7164-3858-7580,235,2017-01-01
7454,7684-6930-7569-8830,4748-9933-6630-2285,457,2010-11-28
7455,9629-3402-3312-5255,6810-1987-8777-8569,815,2003-11-21
7456,5662-7427-8493-8663,6689-7662-3246-1920,990,2002-05-16
7457,5180-9483-6300-1245,1754-4633-6325-8588,102,2004-10-28
7458,2290-1141-4466-3962,6810-1987-8777-8569,255,2004-08-15
7459,2403-8911-3065-2293,6950-5362-1455-3764,11718,2016-11-12
7460,1852-5951-3815-8419,1576-8465-8909-7614,164,2004-03-02
7461,5159-2266-7730-3533,6968-4560-4994-8279,473,2014-01-15
7462,4987-5052-1703-3716,8201-8285-4081-3604,4861,2014-04-14
7463,2568-2720-5366-8742,2269-5879-8317-7375,510,2001-12-24
7464,3726-7379-2976-5908,1975-4230-8758-7590,126,2012-04-22
7465,5739-9966-6704-3248,4976-4897-5414-4063,836,2014-01-11
7466,7189-8927-7050-2837,6968-4560-4994-8279,401,2013-08-08
7467,1375-5543-2512-4872,1933-2275-7718-6225,253,2012-06-30
7468,7247-6345-1743-5847,9523-1394-4017-2362,691680,2017-01-03
7469,8232-1699-4495-2735,6457-1220-2908-7341,303,2001-07-21
7470,5457-1890-2615-6757,9313-1866-7301-9370,122,2010-09-14
7471,9684-5022-7970-3940,5534-8044-9545-6725,403,2005-08-03
7472,4044-5130-1072-1567,9031-2380-4299-9946,2834,2010-02-25
7473,3310-2339-6005-7148,7406-3374-3749-1650,1208,2001-10-17
7474,1210-3321-3878-4306,3910-8418-5266-9875,1035,2011-09-14
7475,7337-3043-4085-4026,5712-8190-1660-9758,343,2011-01-05
7476,9241-5471-6597-1787,1030-5265-1863-7912,217,2008-12-02
7477,2478-9649-2640-5614,2707-7467-5888-1265,20708,2017-01-21
7478,8584-4285-2573-9732,9688-1411-5037-5173,359703,2016-01-20
7479,2389-1109-1217-9650,9327-8188-5507-4242,240,2007-09-30
7480,7040-7914-5642-1954,5516-2697-3911-4263,157,2005-08-27
7481,6399-5413-5220-2697,8584-4285-2573-9732,2617,2001-06-21
7482,9105-1540-5297-3048,2442-3135-1625-4971,254,2015-08-17
7483,3967-5549-4579-5590,8459-6336-4427-8091,121,2017-04-24
7484,8570-5830-9656-1197,9984-6320-9675-9644,938,2009-06-26
7485,2398-3455-6766-9627,3072-3467-7590-8779,1069,2015-10-30
7486,9758-7096-7051-3310,2809-8660-7961-5781,292,2006-09-02
7487,8162-3909-9675-3113,5392-9349-8174-6241,316,2017-04-07
7488,2707-7467-5888-1265,2947-1477-7800-1077,629,2001-08-28
7489,1576-8465-8909-7614,7140-4811-5670-9751,418,2008-09-28
7490,9575-2189-1406-6142,5544-1664-9111-9796,902,2015-11-02
7491,2857-8878-4978-4888,3900-1964-9683-8444,580,2014-05-29
7492,6642-1169-2286-8599,6316-3096-4721-6130,158,2010-09-27
7493,8201-8285-4081-3604,6267-5200-8324-2440,329,2003-05-10
7494,8500-1264-4161-3325,1349-7784-3215-3106,2353,2003-09-02
7495,4963-8511-3670-3954,9687-8106-5149-3337,138,2001-11-23
7496,6031-8819-8921-3177,5572-8094-4393-2410,183,2005-05-27
7497,5161-4409-8806-5195,6148-1629-6874-4707,240285,2006-10-14
7498,9627-6686-7599-9800,5550-4271-9814-9680,123,2004-06-16
7499,2263-6304-7222-6996,3543-7648-6359-9171,1281,2007-08-23
7500,1626-6015-4454-5000,5691-2055-2330-2670,106,2012-10-29
7501,2053-2548-9090-5796,7610-6717-4033-6507,30903,2000-03-08
7502,9684-5022-7970-3940,6877-7441-9342-8209,1431,2001-09-12
7503,6060-1587-2303-6607,7147-6356-6428-6293,1256,2002-03-26
7504,3072-3467-7590-8779,3269-4933-5533-1859,555,2009-06-04
7505,7058-8577-4665-6522,3231-2864-8488-3333,2024,2010-05-22
7506,1636-8268-1405-6524,6892-9465-4285-1284,174,2007-03-13
7507,5338-9909-6061-7552,9807-6474-5232-7760,813,2002-04-12
7508,9676-1074-3342-1773,6018-9295-4055-8325,947,2007-03-28
7509,4208-8785-5104-2444,8225-2447-8236-7162,110,2014-09-23
7510,6155-3892-8658-9759,8456-6112-7925-5489,142,2005-05-31
7511,3754-9188-4461-7640,3107-5935-2687-1966,10326,2015-07-24
7512,7584-8397-8661-8366,7927-8297-8574-3013,108,2006-12-01
7513,3900-1964-9683-8444,4053-9988-3423-9713,778,2016-07-19
7514,4193-3497-4936-1752,5818-1249-8078-3827,119,2017-08-14
7515,2285-6212-7686-3511,9893-4203-8665-4327,120,2007-11-10
7516,1032-3219-1528-9019,5159-2266-7730-3533,3209,2009-10-07
7517,2864-2456-7543-6860,1905-6063-4749-7367,124,2009-09-28
7518,5800-1718-5633-7572,7192-9280-1206-4193,595,2010-12-29
7519,2462-3475-8913-2292,5645-1309-6118-8625,361,2006-03-02
7520,9241-5471-6597-1787,1152-2863-1629-3170,817,2017-08-16
7521,5063-9569-1651-1732,3544-5783-4670-5363,192,2004-01-29
7522,7968-6585-2886-9618,3361-6773-3274-9563,2530,2013-04-06
7523,2546-5182-4904-8295,1738-5151-7976-1238,936,2015-05-12
7524,6040-8877-3894-1500,8731-8976-2252-7878,1157,2011-07-22
7525,6148-6310-5689-1674,8016-9625-4639-8776,616,2005-12-12
7526,3317-7303-1121-9722,7784-1661-9619-2105,247786,2011-11-20
7527,2546-5182-4904-8295,7919-1408-2826-8462,352,2007-11-15
7528,5434-4704-1475-3940,7457-2937-2045-2104,228,2015-01-20
7529,2079-3433-9361-6369,2612-8627-5044-4868,2717,2001-10-30
7530,8202-2678-9485-8810,1405-8310-4903-4815,81754,2014-12-22
7531,5830-4918-8378-5445,7400-5631-3369-8442,257,2009-10-29
7532,9918-6928-7086-2434,8459-6336-4427-8091,593,2009-01-15
7533,5516-2697-3911-4263,3767-1206-7158-1125,1477,2013-02-16
7534,1488-7547-3441-8758,5434-4704-1475-3940,938,2003-05-23
7535,4479-3389-4179-7584,4308-8741-7237-7873,32476,2015-12-01
7536,4381-1963-4458-3654,8108-4288-9325-8321,369464,2002-01-04
7537,7040-7914-5642-1954,4748-9933-6630-2285,1133,2012-06-24
7538,4929-7164-3858-7580,9214-3741-8482-3979,27982,2005-05-26
7539,8657-7005-5571-4871,4137-7604-4430-3532,1905,2014-01-12
7540,9406-8625-1569-2892,3877-4446-9438-5658,57024,2006-08-12
7541,7258-1727-3605-6117,2828-6616-7813-1071,129,2004-02-20
7542,4992-2874-1192-1710,8261-9104-6002-3793,61503,2001-06-30
7543,5572-8094-4393-2410,5516-2697-3911-4263,467,2014-08-11
7544,5572-8094-4393-2410,3967-5549-4579-5590,120,2006-06-28
7545,1663-6129-4398-4676,7570-3736-9483-3915,167,2011-09-22
7546,4850-2816-2609-7412,8314-3416-7476-5620,133,2015-10-19
7547,8494-5676-9953-5757,9289-5273-6133-1758,331,2006-11-26
7548,2359-8955-2419-6854,4719-7909-6704-6014,456,2003-11-10
7549,9893-4203-8665-4327,8949-3002-2567-8661,915,2017-09-09
7550,2828-6616-7813-1071,2409-2277-7397-3314,553,2015-12-17
7551,6797-3038-6577-1765,7408-3480-7245-4832,24658,2006-12-17
7552,9329-2600-1816-5971,4509-1665-9262-6477,858,2016-07-19
7553,6272-7779-3585-7072,1283-3770-8558-2519,294,2010-12-30
7554,5394-2503-4151-2989,8264-1864-3025-6498,179,2005-12-17
7555,2553-9566-4078-5208,7509-2161-6870-1936,5568,2002-03-01
7556,5634-3596-9782-8448,2749-1363-7174-2622,107,2017-10-11
7557,5138-6958-5353-2956,2422-6996-4313-7634,229,2013-12-17
7558,1259-2971-3826-2443,5948-2585-3171-7357,26399,2017-01-21
7559,5830-4918-8378-5445,8314-3416-7476-5620,192,2002-05-29
7560,8201-8285-4081-3604,5156-5928-3235-1246,158941,2010-12-31
7561,4333-1915-6046-5917,5517-5979-6775-8239,705,2010-06-26
7562,5436-1102-7743-5341,5419-4971-7418-3232,895,2000-09-29
7563,1074-7985-4747-1073,6579-9093-8897-6324,1767,2011-06-20
7564,9430-9838-4603-6381,9108-6099-4015-6439,1136,2009-01-27
7565,4085-4926-4788-1337,4719-7909-6704-6014,183,2014-10-29
7566,9480-6184-9688-9325,8575-8949-5231-4542,75326,2010-02-27
7567,9266-9532-4600-5592,3097-8744-4037-3622,121,2004-07-24
7568,8802-7747-8527-6766,3494-4011-8955-7674,259,2010-03-12
7569,6137-6369-6621-7629,3900-1964-9683-8444,891,2003-08-23
7570,8712-8892-3803-7774,6137-6369-6621-7629,213,2012-06-26
7571,3049-5183-3857-1585,2948-9059-8469-7633,184,2015-01-05
7572,8925-4311-4864-6248,8461-1562-9585-6932,122,2000-04-23
7573,1030-8998-6991-4966,1843-8364-3216-1177,40408,2003-04-29
7574,8201-8285-4081-3604,6399-5413-5220-2697,203,2001-10-31
7575,3507-4442-6938-4111,1880-5514-1153-5662,117,2006-06-25
7576,4604-4297-3748-2794,2591-7994-1170-3114,137,2000-11-20
7577,6797-3038-6577-1765,3967-5549-4579-5590,230,2012-10-30
7578,7520-8493-9389-4848,8459-6336-4427-8091,383,2003-07-10
7579,9823-8645-4828-2481,5447-1338-9485-7777,653,2006-08-25
